Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,France,46.2276,2.2137,6/24/2020,192265,29661,71138
,Gabon,-0.8037,11.6094,6/24/2020,4956,39,2177
,Gambia,13.4432,-15.3101,6/24/2020,42,2,26
,Georgia,42.3154,43.3569,6/24/2020,914,14,771
,Germany,51.165691,10.451526,6/24/2020,192871,8928,176422
,Ghana,7.9465,-1.0232,6/24/2020,15013,95,11078
,Greece,39.0742,21.8243,6/24/2020,3310,190,1374
,Grenada,12.1165,-61.679,6/24/2020,23,0,23
,Guatemala,15.7835,-90.2308,6/24/2020,14819,601,2930
,Guinea,9.9456,-9.6966,6/24/2020,5174,29,3861
,Guinea-Bissau,11.8037,-15.1804,6/24/2020,1556,19,191
,Guyana,4.860416,-58.93018,6/24/2020,209,12,107
,Haiti,18.9712,-72.2852,6/24/2020,5429,92,512
,Holy See,41.9029,12.4534,6/24/2020,12,0,12
,Honduras,15.2,-86.2419,6/24/2020,14571,417,1546
,Hungary,47.1625,19.5033,6/24/2020,4114,576,2618
,Iceland,64.9631,-19.0208,6/24/2020,1817,10,1799
,India,20.593684,78.96288,6/24/2020,473105,14894,271697
,Indonesia,-0.7893,113.9213,6/24/2020,49009,2573,19658
,Iran,32.427908,53.688046,6/24/2020,212501,9996,172096
,Iraq,33.223191,43.679291,6/24/2020,36702,1330,16814
,Ireland,53.1424,-7.6921,6/24/2020,25396,1726,23364
,Israel,31.046051,34.851612,6/24/2020,22044,308,15940
,Italy,41.87194,12.56738,6/24/2020,239410,34644,186111
,Jamaica,18.1096,-77.2975,6/24/2020,678,10,521
,Japan,36.204824,138.252924,6/24/2020,17963,967,16101
,Jordan,31.24,36.51,6/24/2020,1071,9,782
,Kazakhstan,48.0196,66.9237,6/24/2020,19285,136,11882
,Kenya,-0.0236,37.9062,6/24/2020,5206,130,1823
,"Korea, South",35.907757,127.766922,6/24/2020,12563,282,10974
,Kosovo,42.602636,20.902977,6/24/2020,2268,38,1108
,Kuwait,29.31166,47.481766,6/24/2020,41879,337,32809
,Kyrgyzstan,41.20438,74.766098,6/24/2020,3954,43,2112
,Laos,19.85627,102.495496,6/24/2020,19,0,19
,Latvia,56.8796,24.6032,6/24/2020,1111,30,903
,Lebanon,33.8547,35.8623,6/24/2020,1644,33,1103
,Lesotho,-29.61,28.2336,6/24/2020,17,0,2
,Liberia,6.428055,-9.429499,6/24/2020,662,34,270
,Libya,26.3351,17.228331,6/24/2020,670,18,138
,Liechtenstein,47.14,9.55,6/24/2020,82,1,81
,Lithuania,55.1694,23.8813,6/24/2020,1804,78,1484
,Luxembourg,49.8153,6.1296,6/24/2020,4140,110,3965
,MS Zaandam,0,0,6/24/2020,9,2,0
,Madagascar,-18.766947,46.869107,6/24/2020,1787,16,779
,Malawi,-13.2543,34.3015,6/24/2020,941,11,259
,Malaysia,4.210484,101.975766,6/24/2020,8596,121,8231
,Maldives,3.2028,73.2207,6/24/2020,2261,8,1839
,Mali,17.570692,-3.996166,6/24/2020,2005,112,1354
,Malta,35.9375,14.3754,6/24/2020,665,9,624
,Mauritania,21.0079,-10.9408,6/24/2020,3519,116,1074
,Mauritius,-20.348404,57.552152,6/24/2020,341,10,326
,Mexico,23.6345,-102.5528,6/24/2020,196847,24324,148487
,Moldova,47.4116,28.3699,6/24/2020,15078,495,8400
,Monaco,43.7333,7.4167,6/24/2020,102,4,95
,Mongolia,46.8625,103.8467,6/24/2020,216,0,169
,Montenegro,42.708678,19.37439,6/24/2020,389,9,315
,Morocco,31.7917,-7.0926,6/24/2020,10907,216,8468
,Namibia,-22.9576,18.4904,6/24/2020,76,0,21
,Nepal,28.1667,84.25,6/24/2020,10728,24,2338
Aruba,Netherlands,12.5211,-69.9683,6/24/2020,101,3,98
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,6/24/2020,7,0,7
Curacao,Netherlands,12.1696,-68.99,6/24/2020,23,1,19
Sint Maarten,Netherlands,18.0425,-63.0548,6/24/2020,77,15,62
,Netherlands,52.1326,5.2913,6/24/2020,49804,6097,0
,New Zealand,-40.9006,174.886,6/24/2020,1519,22,1484
,Nicaragua,12.865416,-85.207229,6/24/2020,2170,74,1238
,Niger,17.607789,8.081666,6/24/2020,1051,67,913
,Nigeria,9.082,8.6753,6/24/2020,22020,542,7613
,North Macedonia,41.6086,21.7453,6/24/2020,5445,259,2091
,Norway,60.472,8.4689,6/24/2020,8788,249,8138
,Oman,21.512583,55.923255,6/24/2020,33536,142,17972
,Pakistan,30.3753,69.3451,6/24/2020,192970,3903,81307
,Panama,8.538,-80.7821,6/24/2020,28030,547,14794
,Papua New Guinea,-6.314993,143.95555,6/24/2020,10,0,8
,Paraguay,-23.4425,-58.4438,6/24/2020,1528,13,944
,Peru,-9.19,-75.0152,6/24/2020,264689,8586,151589
,Philippines,12.879721,121.774017,6/24/2020,32295,1204,8656
,Poland,51.9194,19.1451,6/24/2020,32821,1396,18134
,Portugal,39.3999,-8.2245,6/24/2020,40104,1543,26083
,Qatar,25.3548,51.1839,6/24/2020,90778,104,73083
,Romania,45.9432,24.9668,6/24/2020,24826,1555,17391
,Russia,61.52401,105.318756,6/24/2020,606043,8503,368222
,Rwanda,-1.9403,29.8739,6/24/2020,830,2,376
,Saint Kitts and Nevis,17.357822,-62.782998,6/24/2020,15,0,15
,Saint Lucia,13.9094,-60.9789,6/24/2020,19,0,19
,Saint Vincent and the Grenadines,12.9843,-61.2872,6/24/2020,29,0,27
,San Marino,43.9424,12.4578,6/24/2020,698,42,647
,Sao Tome and Principe,0.1864,6.6131,6/24/2020,710,13,211
,Saudi Arabia,23.885942,45.079162,6/24/2020,167267,1387,112797
,Senegal,14.4974,-14.4524,6/24/2020,6129,93,4072
,Serbia,44.0165,21.0059,6/24/2020,13235,263,12111
,Seychelles,-4.6796,55.492,6/24/2020,11,0,11
,Sierra Leone,8.460555,-11.779889,6/24/2020,1354,55,869
,Singapore,1.2833,103.8333,6/24/2020,42623,26,36299
,Slovakia,48.669,19.699,6/24/2020,1607,28,1448
,Slovenia,46.1512,14.9955,6/24/2020,1541,109,1376
,Somalia,5.152149,46.199616,6/24/2020,2835,90,829
,South Africa,-30.5595,22.9375,6/24/2020,111796,2205,56874
,South Sudan,6.877,31.307,6/24/2020,1942,36,224
,Spain,40.463667,-3.74922,6/24/2020,247086,28327,150376
,Sri Lanka,7.873054,80.771797,6/24/2020,2001,11,1562
,Sudan,12.8628,30.2176,6/24/2020,8889,548,3699
,Suriname,3.9193,-56.0278,6/24/2020,357,10,154
,Sweden,60.128161,18.643501,6/24/2020,62728,5412,0
,Switzerland,46.8182,8.2275,6/24/2020,31376,1958,29000
,Taiwan*,23.7,121,6/24/2020,446,7,435
,Tajikistan,38.861,71.2761,6/24/2020,5630,52,4194
,Tanzania,-6.369028,34.888822,6/24/2020,509,21,183
,Thailand,15.870032,100.992541,6/24/2020,3158,58,3038
,Togo,8.6195,0.8248,6/24/2020,583,14,392
,Trinidad and Tobago,10.6918,-61.2225,6/24/2020,123,8,109
,Tunisia,33.886917,9.537499,6/24/2020,1160,50,1023
,Turkey,38.9637,35.2433,6/24/2020,191657,5025,164234
,US,40,-100,6/24/2020,2382426,124776,656161
,Uganda,1.373333,32.290275,6/24/2020,805,0,717
,Ukraine,48.3794,31.1656,6/24/2020,39852,1061,18009
,United Arab Emirates,23.424076,53.847818,6/24/2020,46133,307,34405
Anguilla,United Kingdom,18.2206,-63.0686,6/24/2020,3,0,3
Bermuda,United Kingdom,32.3078,-64.7505,6/24/2020,146,9,132
British Virgin Islands,United Kingdom,18.4207,-64.64,6/24/2020,8,1,7
Cayman Islands,United Kingdom,19.3133,-81.2546,6/24/2020,196,1,169
Channel Islands,United Kingdom,49.3723,-2.3644,6/24/2020,571,47,512
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/24/2020,13,0,13
Gibraltar,United Kingdom,36.1408,-5.3536,6/24/2020,176,0,176
Isle of Man,United Kingdom,54.2361,-4.5481,6/24/2020,336,24,312
Montserrat,United Kingdom,16.742498,-62.187366,6/24/2020,11,1,10
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,6/24/2020,15,1,11
,United Kingdom,55.3781,-3.436,6/24/2020,280340,40073,0
,Uruguay,-32.5228,-55.7658,6/24/2020,902,26,815
,Uzbekistan,41.377491,64.585262,6/24/2020,6990,19,4685
,Venezuela,6.4238,-66.5897,6/24/2020,4366,38,1327
,Vietnam,14.058324,108.277199,6/24/2020,352,0,329
,West Bank and Gaza,31.9522,35.2332,6/24/2020,1328,3,442
,Western Sahara,24.2155,-12.8858,6/24/2020,10,1,8
,Yemen,15.552727,48.516388,6/24/2020,1015,274,379
,Zambia,-13.133897,27.849332,6/24/2020,1489,18,1223
,Zimbabwe,-19.015438,29.154857,6/24/2020,530,6,123
,Afghanistan,33.93911,67.709953,6/25/2020,30175,675,10174
,Albania,41.1533,20.1683,6/25/2020,2192,49,1250
,Algeria,28.0339,1.6596,6/25/2020,12445,878,8920
,Andorra,42.5063,1.5218,6/25/2020,855,52,797
,Angola,-11.2027,17.8739,6/25/2020,212,10,81
,Antigua and Barbuda,17.0608,-61.7964,6/25/2020,65,3,22
,Argentina,-38.4161,-63.6167,6/25/2020,52457,1150,14788
,Armenia,40.0691,45.0382,6/25/2020,22488,397,11335
Australian Capital Territory,Australia,-35.4735,149.0124,6/25/2020,108,3,105
New South Wales,Australia,-33.8688,151.2093,6/25/2020,3168,49,2782
Northern Territory,Australia,-12.4634,130.8456,6/25/2020,29,0,29
Queensland,Australia,-27.4698,153.0251,6/25/2020,1067,6,1054
South Australia,Australia,-34.9285,138.6007,6/25/2020,440,4,436
Tasmania,Australia,-42.8821,147.3272,6/25/2020,228,13,215
Victoria,Australia,-37.8136,144.9631,6/25/2020,1947,20,1742
Western Australia,Australia,-31.9505,115.8605,6/25/2020,608,9,595
,Austria,47.5162,14.5501,6/25/2020,17477,698,16320
,Azerbaijan,40.1431,47.5769,6/25/2020,14852,180,8059
,Bahamas,25.025885,-78.035889,6/25/2020,104,11,84
,Bahrain,26.0275,50.55,6/25/2020,24081,71,18501
,Bangladesh,23.685,90.3563,6/25/2020,126606,1621,51495
,Barbados,13.1939,-59.5432,6/25/2020,97,7,85
,Belarus,53.7098,27.9534,6/25/2020,60382,367,41448
,Belgium,50.8333,4.469936,6/25/2020,61007,9726,16890
,Belize,17.1899,-88.4976,6/25/2020,23,2,17
,Benin,9.3077,2.3158,6/25/2020,1017,14,288
,Bhutan,27.5142,90.4336,6/25/2020,70,0,34
,Bolivia,-16.2902,-63.5887,6/25/2020,28503,913,7338
,Bosnia and Herzegovina,43.9159,17.6791,6/25/2020,3796,175,2322
,Botswana,-22.3285,24.6849,6/25/2020,92,1,25
,Brazil,-14.235,-51.9253,6/25/2020,1228114,54971,679524
,Brunei,4.5353,114.7277,6/25/2020,141,3,138
,Bulgaria,42.7339,25.4858,6/25/2020,4408,211,2370
,Burkina Faso,12.2383,-1.5616,6/25/2020,934,53,826
,Burma,21.9162,95.956,6/25/2020,293,6,211
,Burundi,-3.3731,29.9189,6/25/2020,144,1,93
,Cabo Verde,16.5388,-23.0418,6/25/2020,1003,8,562
,Cambodia,11.55,104.9167,6/25/2020,130,0,127
,Cameroon,3.848,11.5021,6/25/2020,12592,313,10100
,Central African Republic,6.6111,20.9394,6/25/2020,3244,40,607
,Chad,15.4542,18.7322,6/25/2020,863,74,774
,Chile,-35.6751,-71.543,6/25/2020,259064,4903,219327
Anhui,China,31.8257,117.2264,6/25/2020,991,6,985
Beijing,China,40.1824,116.4142,6/25/2020,874,9,585
Chongqing,China,30.0572,107.874,6/25/2020,582,6,573
Fujian,China,26.0789,117.9874,6/25/2020,363,1,357
Gansu,China,35.7518,104.2861,6/25/2020,161,2,139
Guangdong,China,23.3417,113.4244,6/25/2020,1635,8,1621
Guangxi,China,23.8298,108.7881,6/25/2020,254,2,252
Guizhou,China,26.8154,106.8748,6/25/2020,147,2,145
Hainan,China,19.1959,109.7453,6/25/2020,171,6,165
Heilongjiang,China,47.862,127.7615,6/25/2020,947,13,934
Hong Kong,China,22.3,114.2,6/25/2020,1193,7,1088
Hubei,China,30.9756,112.2707,6/25/2020,68135,4512,63623
Hunan,China,27.6104,111.7088,6/25/2020,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,6/25/2020,238,1,236
Jiangsu,China,32.9711,119.455,6/25/2020,654,0,653
Jiangxi,China,27.614,115.7221,6/25/2020,932,1,931
Jilin,China,43.6661,126.1923,6/25/2020,155,2,153
Liaoning,China,41.2956,122.6085,6/25/2020,154,2,147
Macau,China,22.1667,113.55,6/25/2020,46,0,45
Ningxia,China,37.2692,106.1655,6/25/2020,75,0,75
Qinghai,China,35.7452,95.9956,6/25/2020,18,0,18
Shaanxi,China,35.1917,108.8701,6/25/2020,319,3,307
Shandong,China,36.3427,118.1498,6/25/2020,792,7,785
Shanghai,China,31.202,121.4491,6/25/2020,705,7,672
Shanxi,China,37.5777,112.2922,6/25/2020,198,0,198
Sichuan,China,30.6171,102.7103,6/25/2020,589,3,575
Tianjin,China,39.3054,117.323,6/25/2020,198,3,193
Tibet,China,31.6927,88.0924,6/25/2020,1,0,1
Xinjiang,China,41.1129,85.2401,6/25/2020,76,3,73
Yunnan,China,24.974,101.487,6/25/2020,185,2,183
Zhejiang,China,29.1832,120.0934,6/25/2020,1269,1,1267
,Colombia,4.5709,-74.2973,6/25/2020,80599,2654,31729
,Comoros,-11.6455,43.3333,6/25/2020,272,7,161
,Congo (Brazzaville),-0.228,15.8277,6/25/2020,1087,37,456
,Congo (Kinshasa),-4.0383,21.7587,6/25/2020,6411,142,885
,Costa Rica,9.7489,-83.7534,6/25/2020,2684,12,1227
,Cote d'Ivoire,7.54,-5.5471,6/25/2020,8334,60,3487
,Croatia,45.1,15.2,6/25/2020,2483,107,2149
,Cuba,21.521757,-77.781167,6/25/2020,2321,85,2171
,Cyprus,35.1264,33.4299,6/25/2020,992,19,824
,Czechia,49.8175,15.473,6/25/2020,10870,345,7649
Faroe Islands,Denmark,61.8926,-6.9118,6/25/2020,187,0,187
Greenland,Denmark,71.7069,-42.6043,6/25/2020,13,0,13
,Denmark,56.2639,9.5018,6/25/2020,12636,603,11460
,Diamond Princess,0,0,6/25/2020,712,13,651
,Djibouti,11.8251,42.5903,6/25/2020,4635,52,4269
,Dominica,15.415,-61.371,6/25/2020,18,0,18
,Dominican Republic,18.7357,-70.1627,6/25/2020,29141,698,16223
,Ecuador,-1.8312,-78.1834,6/25/2020,53156,4343,26097
,Egypt,26.820553,30.802498,6/25/2020,61130,2533,16338
,El Salvador,13.7942,-88.8965,6/25/2020,5336,126,3116
,Equatorial Guinea,1.6508,10.2679,6/25/2020,2001,32,515
,Eritrea,15.1794,39.7823,6/25/2020,144,0,39
,Estonia,58.5953,25.0136,6/25/2020,1984,69,1790
,Eswatini,-26.5225,31.4659,6/25/2020,706,8,347
,Ethiopia,9.145,40.4897,6/25/2020,5175,81,1544
,Fiji,-17.7134,178.065,6/25/2020,18,0,18
,Finland,61.92411,25.748151,6/25/2020,7172,327,6600
French Guiana,France,3.9339,-53.1258,6/25/2020,3033,10,1096
French Polynesia,France,-17.6797,149.4068,6/25/2020,60,0,60
Guadeloupe,France,16.265,-61.551,6/25/2020,174,14,157
Martinique,France,14.6415,-61.0242,6/25/2020,236,14,98
Mayotte,France,-12.8275,45.166244,6/25/2020,2508,32,2218
New Caledonia,France,-20.904305,165.618042,6/25/2020,21,0,21
Reunion,France,-21.1151,55.5364,6/25/2020,516,2,460
Saint Barthelemy,France,17.9,-62.8333,6/25/2020,6,0,6
Saint Pierre and Miquelon,France,46.8852,-56.3159,6/25/2020,1,0,1
St Martin,France,18.0708,-63.0501,6/25/2020,42,3,36
,France,46.2276,2.2137,6/25/2020,192010,29680,71322
,Gabon,-0.8037,11.6094,6/25/2020,5087,40,2270
,Gambia,13.4432,-15.3101,6/25/2020,43,2,26
,Georgia,42.3154,43.3569,6/25/2020,917,14,776
,Germany,51.165691,10.451526,6/25/2020,193371,8940,176764
,Ghana,7.9465,-1.0232,6/25/2020,15473,95,11431
,Greece,39.0742,21.8243,6/25/2020,3321,191,1374
,Grenada,12.1165,-61.679,6/25/2020,23,0,23
,Guatemala,15.7835,-90.2308,6/25/2020,15619,623,2949
,Guinea,9.9456,-9.6966,6/25/2020,5174,29,3861
,Guinea-Bissau,11.8037,-15.1804,6/25/2020,1556,19,191
,Guyana,4.860416,-58.93018,6/25/2020,215,12,108
,Haiti,18.9712,-72.2852,6/25/2020,5543,96,512
,Holy See,41.9029,12.4534,6/25/2020,12,0,12
,Honduras,15.2,-86.2419,6/25/2020,15366,426,1600
,Hungary,47.1625,19.5033,6/25/2020,4123,577,2640
,Iceland,64.9631,-19.0208,6/25/2020,1818,10,1794
,India,20.593684,78.96288,6/25/2020,490401,15301,285637
,Indonesia,-0.7893,113.9213,6/25/2020,50187,2620,20449
,Iran,32.427908,53.688046,6/25/2020,215096,10130,175103
,Iraq,33.223191,43.679291,6/25/2020,39139,1437,18051
,Ireland,53.1424,-7.6921,6/25/2020,25405,1727,23364
,Israel,31.046051,34.851612,6/25/2020,22400,309,16007
,Italy,41.87194,12.56738,6/25/2020,239706,34678,186725
,Jamaica,18.1096,-77.2975,6/25/2020,684,10,526
,Japan,36.204824,138.252924,6/25/2020,18055,971,16142
,Jordan,31.24,36.51,6/25/2020,1086,9,797
,Kazakhstan,48.0196,66.9237,6/25/2020,19750,140,12220
,Kenya,-0.0236,37.9062,6/25/2020,5384,132,1857
,"Korea, South",35.907757,127.766922,6/25/2020,12602,282,11172
,Kosovo,42.602636,20.902977,6/25/2020,2363,40,1171
,Kuwait,29.31166,47.481766,6/25/2020,42788,339,33367
,Kyrgyzstan,41.20438,74.766098,6/25/2020,4204,43,2162
,Laos,19.85627,102.495496,6/25/2020,19,0,19
,Latvia,56.8796,24.6032,6/25/2020,1111,30,903
,Lebanon,33.8547,35.8623,6/25/2020,1662,33,1144
,Lesotho,-29.61,28.2336,6/25/2020,17,0,2
,Liberia,6.428055,-9.429499,6/25/2020,681,34,278
,Libya,26.3351,17.228331,6/25/2020,698,18,140
,Liechtenstein,47.14,9.55,6/25/2020,82,1,81
,Lithuania,55.1694,23.8813,6/25/2020,1806,78,1494
,Luxembourg,49.8153,6.1296,6/25/2020,4151,110,3968
,MS Zaandam,0,0,6/25/2020,9,2,0
,Madagascar,-18.766947,46.869107,6/25/2020,1829,16,823
,Malawi,-13.2543,34.3015,6/25/2020,960,12,260
,Malaysia,4.210484,101.975766,6/25/2020,8600,121,8271
,Maldives,3.2028,73.2207,6/25/2020,2277,8,1848
,Mali,17.570692,-3.996166,6/25/2020,2039,113,1383
,Malta,35.9375,14.3754,6/25/2020,668,9,627
,Mauritania,21.0079,-10.9408,6/25/2020,3739,119,1225
,Mauritius,-20.348404,57.552152,6/25/2020,341,10,326
,Mexico,23.6345,-102.5528,6/25/2020,202951,25060,152362
,Moldova,47.4116,28.3699,6/25/2020,15453,502,8599
,Monaco,43.7333,7.4167,6/25/2020,102,4,95
,Mongolia,46.8625,103.8467,6/25/2020,219,0,170
,Montenegro,42.708678,19.37439,6/25/2020,414,9,315
,Morocco,31.7917,-7.0926,6/25/2020,11338,217,8500
,Namibia,-22.9576,18.4904,6/25/2020,102,0,21
,Nepal,28.1667,84.25,6/25/2020,11162,26,2650
Aruba,Netherlands,12.5211,-69.9683,6/25/2020,101,3,98
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,6/25/2020,7,0,7
Curacao,Netherlands,12.1696,-68.99,6/25/2020,23,1,19
Sint Maarten,Netherlands,18.0425,-63.0548,6/25/2020,77,15,62
,Netherlands,52.1326,5.2913,6/25/2020,49914,6100,0
,New Zealand,-40.9006,174.886,6/25/2020,1520,22,1484
,Nicaragua,12.865416,-85.207229,6/25/2020,2170,74,1238
,Niger,17.607789,8.081666,6/25/2020,1056,67,917
,Nigeria,9.082,8.6753,6/25/2020,22614,549,7822
,North Macedonia,41.6086,21.7453,6/25/2020,5595,265,2166
,Norway,60.472,8.4689,6/25/2020,8788,249,8138
,Oman,21.512583,55.923255,6/25/2020,34902,144,18520
,Pakistan,30.3753,69.3451,6/25/2020,195745,3962,84168
,Panama,8.538,-80.7821,6/25/2020,29037,564,14800
,Papua New Guinea,-6.314993,143.95555,6/25/2020,10,0,8
,Paraguay,-23.4425,-58.4438,6/25/2020,1569,13,976
,Peru,-9.19,-75.0152,6/25/2020,268602,8761,151225
,Philippines,12.879721,121.774017,6/25/2020,33069,1212,8910
,Poland,51.9194,19.1451,6/25/2020,33119,1412,18654
,Portugal,39.3999,-8.2245,6/25/2020,40415,1549,26382
,Qatar,25.3548,51.1839,6/25/2020,91838,106,74544
,Romania,45.9432,24.9668,6/25/2020,25286,1565,17906
,Russia,61.52401,105.318756,6/25/2020,613148,8594,374557
,Rwanda,-1.9403,29.8739,6/25/2020,850,2,385
,Saint Kitts and Nevis,17.357822,-62.782998,6/25/2020,15,0,15
,Saint Lucia,13.9094,-60.9789,6/25/2020,19,0,19
,Saint Vincent and the Grenadines,12.9843,-61.2872,6/25/2020,29,0,29
,San Marino,43.9424,12.4578,6/25/2020,698,42,653
,Sao Tome and Principe,0.1864,6.6131,6/25/2020,711,13,214
,Saudi Arabia,23.885942,45.079162,6/25/2020,170639,1428,117882
,Senegal,14.4974,-14.4524,6/25/2020,6233,94,4162
,Serbia,44.0165,21.0059,6/25/2020,13372,264,12154
,Seychelles,-4.6796,55.492,6/25/2020,11,0,11
,Sierra Leone,8.460555,-11.779889,6/25/2020,1354,56,869
,Singapore,1.2833,103.8333,6/25/2020,42736,26,36604
,Slovakia,48.669,19.699,6/25/2020,1630,28,1452
,Slovenia,46.1512,14.9955,6/25/2020,1547,109,1376
,Somalia,5.152149,46.199616,6/25/2020,2878,90,868
,South Africa,-30.5595,22.9375,6/25/2020,118375,2292,59974
,South Sudan,6.877,31.307,6/25/2020,1942,36,224
,Spain,40.463667,-3.74922,6/25/2020,247486,28330,150376
,Sri Lanka,7.873054,80.771797,6/25/2020,2010,11,1602
,Sudan,12.8628,30.2176,6/25/2020,8984,556,3806
,Suriname,3.9193,-56.0278,6/25/2020,373,10,176
,Sweden,60.128161,18.643501,6/25/2020,64009,5424,0
,Switzerland,46.8182,8.2275,6/25/2020,31428,1958,29000
,Taiwan*,23.7,121,6/25/2020,447,7,435
,Tajikistan,38.861,71.2761,6/25/2020,5691,52,4267
,Tanzania,-6.369028,34.888822,6/25/2020,509,21,183
,Thailand,15.870032,100.992541,6/25/2020,3158,58,3038
,Togo,8.6195,0.8248,6/25/2020,588,14,394
,Trinidad and Tobago,10.6918,-61.2225,6/25/2020,123,8,109
,Tunisia,33.886917,9.537499,6/25/2020,1162,50,1023
,Turkey,38.9637,35.2433,6/25/2020,193115,5046,165706
,US,40,-100,6/25/2020,2422299,125327,663562
,Uganda,1.373333,32.290275,6/25/2020,821,0,731
,Ukraine,48.3794,31.1656,6/25/2020,40854,1078,18365
,United Arab Emirates,23.424076,53.847818,6/25/2020,46563,308,35165
Anguilla,United Kingdom,18.2206,-63.0686,6/25/2020,3,0,3
Bermuda,United Kingdom,32.3078,-64.7505,6/25/2020,146,9,133
British Virgin Islands,United Kingdom,18.4207,-64.64,6/25/2020,8,1,7
Cayman Islands,United Kingdom,19.3133,-81.2546,6/25/2020,196,1,184
Channel Islands,United Kingdom,49.3723,-2.3644,6/25/2020,571,47,512
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/25/2020,13,0,13
Gibraltar,United Kingdom,36.1408,-5.3536,6/25/2020,176,0,176
Isle of Man,United Kingdom,54.2361,-4.5481,6/25/2020,336,24,312
Montserrat,United Kingdom,16.742498,-62.187366,6/25/2020,11,1,10
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,6/25/2020,15,1,11
,United Kingdom,55.3781,-3.436,6/25/2020,281037,40172,0
,Uruguay,-32.5228,-55.7658,6/25/2020,907,26,818
,Uzbekistan,41.377491,64.585262,6/25/2020,7177,20,4877
,Venezuela,6.4238,-66.5897,6/25/2020,4563,39,1327
,Vietnam,14.058324,108.277199,6/25/2020,352,0,329
,West Bank and Gaza,31.9522,35.2332,6/25/2020,1382,3,446
,Western Sahara,24.2155,-12.8858,6/25/2020,10,1,8
,Yemen,15.552727,48.516388,6/25/2020,1076,288,386
,Zambia,-13.133897,27.849332,6/25/2020,1497,18,1223
,Zimbabwe,-19.015438,29.154857,6/25/2020,551,6,128
,Afghanistan,33.93911,67.709953,6/26/2020,30451,683,10306
,Albania,41.1533,20.1683,6/26/2020,2269,51,1298
,Algeria,28.0339,1.6596,6/26/2020,12685,885,9066
,Andorra,42.5063,1.5218,6/26/2020,855,52,799
,Angola,-11.2027,17.8739,6/26/2020,212,10,81
,Antigua and Barbuda,17.0608,-61.7964,6/26/2020,65,3,22
,Argentina,-38.4161,-63.6167,6/26/2020,55343,1184,18416
,Armenia,40.0691,45.0382,6/26/2020,23247,410,12149
Australian Capital Territory,Australia,-35.4735,149.0124,6/26/2020,108,3,105
New South Wales,Australia,-33.8688,151.2093,6/26/2020,3174,49,2784
Northern Territory,Australia,-12.4634,130.8456,6/26/2020,29,0,29
Queensland,Australia,-27.4698,153.0251,6/26/2020,1067,6,1054
South Australia,Australia,-34.9285,138.6007,6/26/2020,440,4,436
Tasmania,Australia,-42.8821,147.3272,6/26/2020,228,13,215
Victoria,Australia,-37.8136,144.9631,6/26/2020,1947,20,1742
Western Australia,Australia,-31.9505,115.8605,6/26/2020,608,9,595
,Austria,47.5162,14.5501,6/26/2020,17522,698,16348
,Azerbaijan,40.1431,47.5769,6/26/2020,15369,187,8364
,Bahamas,25.025885,-78.035889,6/26/2020,104,11,84
,Bahrain,26.0275,50.55,6/26/2020,24805,73,19137
,Bangladesh,23.685,90.3563,6/26/2020,130474,1661,53133
,Barbados,13.1939,-59.5432,6/26/2020,97,7,90
,Belarus,53.7098,27.9534,6/26/2020,60713,373,42689
,Belgium,50.8333,4.469936,6/26/2020,61106,9731,16918
,Belize,17.1899,-88.4976,6/26/2020,24,2,18
,Benin,9.3077,2.3158,6/26/2020,1053,14,292
,Bhutan,27.5142,90.4336,6/26/2020,70,0,38
,Bolivia,-16.2902,-63.5887,6/26/2020,29423,934,7736
,Bosnia and Herzegovina,43.9159,17.6791,6/26/2020,3935,178,2338
,Botswana,-22.3285,24.6849,6/26/2020,92,1,25
,Brazil,-14.235,-51.9253,6/26/2020,1274974,55961,702399
,Brunei,4.5353,114.7277,6/26/2020,141,3,138
,Bulgaria,42.7339,25.4858,6/26/2020,4513,215,2457
,Burkina Faso,12.2383,-1.5616,6/26/2020,941,53,830
,Burma,21.9162,95.956,6/26/2020,293,6,215
,Burundi,-3.3731,29.9189,6/26/2020,144,1,93
,Cabo Verde,16.5388,-23.0418,6/26/2020,1027,10,568
,Cambodia,11.55,104.9167,6/26/2020,139,0,129
,Cameroon,3.848,11.5021,6/26/2020,12592,313,10100
,Central African Republic,6.6111,20.9394,6/26/2020,3340,40,661
,Chad,15.4542,18.7322,6/26/2020,865,74,778
,Chile,-35.6751,-71.543,6/26/2020,263360,5068,223431
Anhui,China,31.8257,117.2264,6/26/2020,991,6,985
Beijing,China,40.1824,116.4142,6/26/2020,891,9,585
Chongqing,China,30.0572,107.874,6/26/2020,582,6,573
Fujian,China,26.0789,117.9874,6/26/2020,363,1,357
Gansu,China,35.7518,104.2861,6/26/2020,162,2,139
Guangdong,China,23.3417,113.4244,6/26/2020,1637,8,1622
Guangxi,China,23.8298,108.7881,6/26/2020,254,2,252
Guizhou,China,26.8154,106.8748,6/26/2020,147,2,145
